drug_name,manufacturer,approval_year,drug_class,indications,side_effects,dosage_mg,administration_route,contraindications,warnings,price_usd,batch_number,expiry_date,side_effect_severity,approval_status
Zylozole18,Sanofi,1990,Antifungal,Fever reduction,"Fatigue, Nausea",680,Rectal,Kidney impairment,May cause drowsiness,59.47,Zj545kN,1/5/2028,Moderate,Rejected
Fenozepam21,Pfizer Inc.,2002,Anti-inflammatory,Prevent infectious disease,"Diarrhea, Dry mouth",630,Intramuscular,Liver disease,Take with food,484.65,fJ918hW,12/17/2025,Severe,Rejected
Virazepam91,Novartis AG,2009,Anti-inflammatory,Psychosis control,Fatigue,340,Topical,Diabetes,May cause drowsiness,372.08,hJ593ZR,5/11/2026,Severe,Approved
Cefzepam90,Johnson & Johnson,2002,Antibiotic,Bacterial infections,"Headache, Dry mouth",200,Intravenous,Kidney impairment,May affect fertility,117.6,Al844SF,12/26/2027,Moderate,Rejected
Daxostatin49,Novartis AG,2006,Antifungal,Pain relief,"Diarrhea, Constipation",410,Rectal,Kidney impairment,May cause drowsiness,425.38,dM853pA,12/31/2025,Mild,Pending
Amoxparin66,Merck & Co.,2011,Anti-inflammatory,Fever reduction,"Dizziness, Nausea",760,Inhalation,Liver disease,Do not operate machinery,44.46,aa111SW,10/19/2027,Mild,Approved
Rivaprofen18,Pfizer Inc.,2007,Antifungal,Bacterial infections,Dry mouth,230,Intramuscular,Kidney impairment,May affect fertility,474.81,cA260cr,2/7/2028,Severe,Rejected
Daxoparin14,Roche Holding AG,1993,Antifungal,Bacterial infections,"Blurred vision, Rash, Insomnia",920,Sublingual,Pregnancy,Avoid alcohol,444.52,xB867Jx,7/7/2026,Severe,Pending
Viraprofen90,Moderna Therapeutics,2004,Antihistamine,Depression treatment,"Dizziness, Dry mouth",740,Inhalation,Heart disease,Do not operate machinery,332.72,mh640ul,10/1/2027,Mild,Rejected
Amoxprofen14,Bayer AG,2024,Vaccine,Viral infections,"Rash, Dry mouth, Headache",470,Sublingual,Pregnancy,May affect fertility,377.27,sO518TX,1/17/2027,Severe,Pending
Seromab18,Johnson & Johnson,2015,Antiviral,Pain relief,Dizziness,440,Topical,High blood pressure,Use with caution in elderly,437.93,hU240gZ,4/2/2026,Severe,Approved
Daxocillin68,Bayer AG,2017,Antibiotic,Viral infections,"Blurred vision, Nausea, Diarrhea",130,Inhalation,Heart disease,Monitor blood pressure,61.24,WN543bA,7/5/2028,Mild,Approved
Loxovir33,Moderna Therapeutics,2006,Antibiotic,Fungal infections,"Nausea, Dry mouth",990,Inhalation,Bleeding disorders,Avoid alcohol,152.01,NN933NE,4/26/2026,Moderate,Rejected
Cefcillin23,Roche Holding AG,2021,Antibiotic,Psychosis control,Dizziness,320,Rectal,Asthma,Use with caution in elderly,393.3,TW684fM,7/8/2027,Mild,Approved
Seroprofen12,GlaxoSmithKline,2007,Analgesic,Inflammation reduction,"Rash, Dizziness, Constipation",560,Oral,Bleeding disorders,Avoid sunlight exposure,35.55,jL551uc,7/1/2028,Moderate,Approved
Zyloprofen25,AstraZeneca,2022,Analgesic,Allergy relief,Rash,200,Oral,Pregnancy,May cause drowsiness,81.67,tL060UG,12/18/2025,Severe,Rejected
Daxocillin56,Merck & Co.,2016,Anti-inflammatory,Fever reduction,"Blurred vision, Constipation, Dry mouth",420,Topical,Pregnancy,Do not operate machinery,107.9,EY693Ev,10/3/2025,Severe,Approved
Fenoprofen12,Novartis AG,2013,Antipyretic,Allergy relief,"Blurred vision, Diarrhea, Dry mouth",320,Oral,Liver disease,Avoid sunlight exposure,351.45,xk646sK,5/16/2028,Severe,Pending
Cefzepam33,AstraZeneca,1999,Antifungal,Prevent infectious disease,"Constipation, Rash",990,Rectal,Liver disease,Do not discontinue abruptly,197.24,mW715LO,6/1/2026,Mild,Approved
Cefvir94,Sanofi,2013,Vaccine,Depression treatment,"Rash, Dizziness",720,Rectal,Pregnancy,Do not discontinue abruptly,355.71,rg223ct,3/6/2028,Severe,Approved
Mecozole29,Moderna Therapeutics,1996,Antipyretic,Fungal infections,"Blurred vision, Rash",260,Oral,High blood pressure,Do not discontinue abruptly,464.43,xG330XT,10/8/2025,Severe,Pending
Viradipine96,Roche Holding AG,1991,Antihistamine,Inflammation reduction,Rash,930,Oral,High blood pressure,Do not discontinue abruptly,191.42,MD938qN,12/29/2027,Moderate,Rejected
Mecozole85,Bayer AG,1996,Antipyretic,Fungal infections,"Headache, Fatigue, Diarrhea",10,Rectal,Heart disease,May affect fertility,291.48,VU931tL,10/4/2025,Mild,Approved
Daxozepam84,GlaxoSmithKline,2000,Antidepressant,Pain relief,"Dizziness, Insomnia",210,Oral,Asthma,Do not discontinue abruptly,269.26,gD791Ck,9/20/2025,Moderate,Rejected
Fenozole66,Johnson & Johnson,2017,Antipyretic,Fever reduction,Fatigue,840,Sublingual,Heart disease,Use with caution in elderly,336.86,Jd271RK,11/4/2025,Severe,Pending
Seroprofen69,Merck & Co.,2011,Antipsychotic,Depression treatment,"Constipation, Fatigue, Headache",580,Rectal,Diabetes,Avoid sunlight exposure,64.63,uz681Vf,4/4/2028,Mild,Rejected
Rivamab17,Roche Holding AG,1992,Anti-inflammatory,Psychosis control,"Insomnia, Blurred vision",390,Inhalation,Kidney impairment,May cause drowsiness,352.79,mS577QS,6/16/2028,Severe,Pending
Mecozepam35,AstraZeneca,2016,Antibiotic,Psychosis control,"Rash, Nausea, Dizziness",770,Sublingual,Allergic reaction,May affect fertility,149.96,Oz519Ch,7/2/2027,Moderate,Approved
Serozole63,Roche Holding AG,2014,Antipsychotic,Prevent infectious disease,"Constipation, Blurred vision, Insomnia",290,Sublingual,High blood pressure,May affect fertility,188.65,IP947ct,5/24/2027,Mild,Pending
Fenodipine80,Johnson & Johnson,2010,Antidepressant,Inflammation reduction,Dry mouth,120,Oral,High blood pressure,May cause drowsiness,344.68,IJ182ls,3/20/2028,Moderate,Pending
Mecoparin14,Sanofi,2015,Antibiotic,Pain relief,Insomnia,210,Topical,Seizures,May affect fertility,266.55,bb015Tt,12/3/2025,Mild,Pending
Daxomab45,Novartis AG,2017,Antiviral,Pain relief,"Blurred vision, Diarrhea",10,Oral,Liver disease,Do not discontinue abruptly,88.35,SW399vM,3/10/2027,Severe,Pending
Mecozepam41,Johnson & Johnson,2007,Analgesic,Depression treatment,"Headache, Fatigue",250,Rectal,Asthma,May cause drowsiness,313.34,Sg572uX,5/30/2027,Severe,Pending
Rivamab17,Merck & Co.,2008,Antidepressant,Prevent infectious disease,"Headache, Insomnia",10,Rectal,Seizures,Do not operate machinery,117.14,bE633So,3/20/2028,Severe,Pending
Serozole84,Bayer AG,1992,Antipyretic,Bacterial infections,"Diarrhea, Rash, Dizziness",890,Inhalation,Pregnancy,May affect fertility,141.5,qq321DM,1/20/2028,Moderate,Rejected
Fenozepam55,AstraZeneca,2006,Antibiotic,Prevent infectious disease,"Constipation, Blurred vision",650,Rectal,Liver disease,May affect fertility,434.74,GU614ad,2/24/2028,Moderate,Approved
Zyloparin97,Merck & Co.,2020,Antipsychotic,Fungal infections,Blurred vision,890,Rectal,High blood pressure,Avoid alcohol,383.02,qC781tC,11/15/2027,Severe,Pending
Loxovir75,Moderna Therapeutics,1990,Antidepressant,Depression treatment,"Rash, Insomnia",290,Intramuscular,Liver disease,Use with caution in elderly,291.7,gk395Od,9/29/2026,Severe,Pending
Fenodipine84,Bayer AG,2001,Antiviral,Inflammation reduction,"Rash, Blurred vision",540,Rectal,Allergic reaction,Use with caution in elderly,124.13,EN670hr,11/15/2025,Moderate,Pending
Mecoprofen56,Pfizer Inc.,2007,Vaccine,Prevent infectious disease,"Blurred vision, Insomnia, Diarrhea",40,Inhalation,Diabetes,Do not operate machinery,470.52,DZ275kP,3/30/2027,Severe,Approved
Rivaprofen59,GlaxoSmithKline,2013,Vaccine,Allergy relief,Dizziness,770,Rectal,Bleeding disorders,Risk of addiction,285.73,HB586gZ,2/11/2028,Severe,Pending
Viradipine19,Merck & Co.,1997,Antidepressant,Depression treatment,"Constipation, Dry mouth, Insomnia",30,Intramuscular,Kidney impairment,Do not discontinue abruptly,426.88,dv869Lu,8/6/2025,Severe,Approved
Amoxstatin19,AstraZeneca,2023,Antifungal,Allergy relief,"Diarrhea, Dizziness",280,Intravenous,Diabetes,Risk of addiction,307.64,ld477sO,11/5/2027,Moderate,Rejected
Seromab75,Bayer AG,1992,Analgesic,Viral infections,Nausea,740,Topical,Liver disease,Take with food,262.27,iA303ge,4/24/2026,Mild,Rejected
Zylozole76,AstraZeneca,1995,Anti-inflammatory,Bacterial infections,Headache,20,Oral,Heart disease,Do not operate machinery,321.88,ME542PJ,6/11/2026,Mild,Pending
Daxovir39,Johnson & Johnson,2022,Analgesic,Prevent infectious disease,Nausea,30,Rectal,Asthma,Do not operate machinery,170.31,nq130py,2/5/2026,Moderate,Rejected
Viraprofen83,AstraZeneca,2011,Antidepressant,Fever reduction,"Dizziness, Dry mouth",210,Sublingual,Asthma,Avoid alcohol,329.52,PF999py,3/29/2026,Severe,Rejected
Loxostatin66,Sanofi,2007,Antipsychotic,Fungal infections,Fatigue,140,Inhalation,Liver disease,Monitor blood pressure,96.95,Tg195aL,7/22/2028,Moderate,Approved
Loxodipine77,GlaxoSmithKline,2013,Vaccine,Fungal infections,Rash,450,Topical,Bleeding disorders,May affect fertility,63.34,jK213UW,10/5/2027,Mild,Pending
Zylomab43,Johnson & Johnson,1994,Vaccine,Prevent infectious disease,"Fatigue, Diarrhea",970,Oral,Liver disease,Use with caution in elderly,475.18,CZ726Rw,11/25/2026,Mild,Pending
Loxoprofen99,Merck & Co.,2014,Antiviral,Bacterial infections,"Insomnia, Dizziness, Constipation",550,Oral,Pregnancy,May cause drowsiness,306.29,Aw156LJ,4/23/2026,Severe,Rejected
Daxocillin59,Merck & Co.,2003,Antihistamine,Psychosis control,Dizziness,270,Inhalation,Allergic reaction,Risk of addiction,286.01,uO287iQ,11/19/2026,Moderate,Pending
Cefprofen72,AstraZeneca,2001,Antipsychotic,Bacterial infections,"Diarrhea, Headache",150,Intramuscular,Diabetes,May cause drowsiness,4.78,yk393yI,3/13/2027,Moderate,Pending
Zylozole95,Pfizer Inc.,1990,Antidepressant,Fever reduction,Dry mouth,680,Rectal,Kidney impairment,Avoid sunlight exposure,477.81,cA688LI,10/23/2027,Mild,Approved
Viraxetine21,Pfizer Inc.,2004,Antipsychotic,Psychosis control,"Nausea, Constipation, Blurred vision",970,Topical,Asthma,Avoid alcohol,67.71,Oe193dS,8/29/2027,Severe,Rejected
Rivazepam31,Roche Holding AG,2013,Antipsychotic,Pain relief,"Dizziness, Diarrhea, Fatigue",500,Sublingual,Asthma,Use with caution in elderly,34.62,wZ596VF,7/30/2028,Severe,Approved
Fenocillin34,Roche Holding AG,2024,Antiviral,Viral infections,Headache,920,Oral,Heart disease,Use with caution in elderly,239.43,xR574mz,9/3/2025,Moderate,Rejected
Loxovir26,Novartis AG,2023,Anti-inflammatory,Pain relief,Nausea,340,Intravenous,Pregnancy,Do not operate machinery,266.41,LV182Qy,3/25/2026,Mild,Rejected
Daxoprofen74,Moderna Therapeutics,2002,Antifungal,Fever reduction,"Constipation, Fatigue",650,Sublingual,Heart disease,Avoid sunlight exposure,436.15,xy439gY,5/24/2026,Severe,Pending
Zylostatin92,AstraZeneca,2006,Analgesic,Bacterial infections,"Blurred vision, Nausea",30,Intramuscular,Pregnancy,May cause drowsiness,34.79,Xq814wE,9/20/2027,Mild,Rejected
Zyloprofen87,Sanofi,2001,Anti-inflammatory,Viral infections,"Headache, Fatigue, Constipation",570,Oral,Diabetes,Do not operate machinery,271.99,yL798XT,12/13/2026,Mild,Pending
Fenoparin96,Bayer AG,2004,Antihistamine,Bacterial infections,Dry mouth,660,Topical,Pregnancy,May cause drowsiness,448.52,dw633wK,8/2/2027,Mild,Rejected
Virazole10,Sanofi,2008,Analgesic,Fungal infections,"Dry mouth, Rash, Nausea",400,Topical,Bleeding disorders,May affect fertility,431.95,Np791OF,6/7/2026,Severe,Approved
Mecozepam91,Roche Holding AG,1994,Anti-inflammatory,Bacterial infections,Dizziness,380,Sublingual,Allergic reaction,May affect fertility,251.31,xK629vs,9/11/2027,Moderate,Approved
Loxoxetine30,GlaxoSmithKline,2010,Antipyretic,Viral infections,"Dry mouth, Constipation",570,Intramuscular,Kidney impairment,May cause drowsiness,456.26,mC564fM,5/23/2027,Mild,Rejected
Loxoparin21,Moderna Therapeutics,2013,Anti-inflammatory,Allergy relief,"Constipation, Blurred vision, Diarrhea",560,Intravenous,Pregnancy,Avoid alcohol,198.22,we057Zk,10/9/2027,Mild,Approved
Rivadipine26,Johnson & Johnson,2017,Antiviral,Pain relief,"Diarrhea, Dry mouth",580,Inhalation,Heart disease,Use with caution in elderly,84.03,XG772Dy,6/14/2026,Moderate,Pending
Viravir78,Bayer AG,2019,Antibiotic,Prevent infectious disease,"Nausea, Headache",960,Intravenous,Asthma,Monitor blood pressure,475.33,IG250vM,8/12/2025,Mild,Pending
Viraparin66,Roche Holding AG,1998,Antipsychotic,Bacterial infections,"Blurred vision, Rash",390,Intramuscular,Allergic reaction,May cause drowsiness,55.15,Cl062HX,8/17/2025,Mild,Approved
Mecozepam69,Roche Holding AG,1994,Anti-inflammatory,Bacterial infections,Dizziness,720,Inhalation,Heart disease,May cause drowsiness,210.7,AC556qf,1/20/2028,Severe,Rejected
Amoxvir41,Bayer AG,1998,Antidepressant,Viral infections,"Constipation, Blurred vision, Dizziness",40,Topical,Diabetes,Risk of addiction,290.08,DW643je,12/31/2025,Severe,Rejected
Virazole92,Sanofi,2011,Vaccine,Prevent infectious disease,"Dizziness, Blurred vision",310,Rectal,High blood pressure,Do not operate machinery,468.84,iH029eX,11/5/2025,Mild,Rejected
Zylocillin45,GlaxoSmithKline,2016,Analgesic,Pain relief,"Rash, Constipation",890,Inhalation,Bleeding disorders,May affect fertility,372.2,VB010jp,5/28/2027,Severe,Pending
Zyloparin35,Novartis AG,2014,Vaccine,Prevent infectious disease,Insomnia,760,Inhalation,High blood pressure,Avoid alcohol,499.06,EF346sV,8/20/2027,Mild,Approved
Viravir41,GlaxoSmithKline,1991,Antidepressant,Psychosis control,"Fatigue, Rash",570,Intramuscular,Liver disease,Avoid alcohol,450.07,fs635KJ,5/31/2027,Mild,Approved
Mecomab60,Moderna Therapeutics,1997,Antiviral,Prevent infectious disease,Blurred vision,270,Intramuscular,Pregnancy,Use with caution in elderly,247.78,mg884As,12/10/2027,Moderate,Approved
Amoxstatin30,Merck & Co.,1997,Analgesic,Fever reduction,"Fatigue, Insomnia",950,Intramuscular,High blood pressure,Use with caution in elderly,16.02,Jm519ZY,8/21/2026,Severe,Rejected
Serodipine33,AstraZeneca,2017,Antifungal,Fever reduction,"Nausea, Fatigue",150,Intravenous,Bleeding disorders,Monitor blood pressure,127.45,pZ499Xz,12/31/2026,Moderate,Pending
Mecocillin87,Moderna Therapeutics,2020,Antipyretic,Prevent infectious disease,"Dry mouth, Fatigue",650,Intravenous,Allergic reaction,May affect fertility,82.42,Ou299GU,3/27/2026,Mild,Pending
Daxovir41,Johnson & Johnson,2007,Analgesic,Depression treatment,Diarrhea,260,Rectal,Heart disease,Do not operate machinery,366.96,Gs415ZV,4/6/2026,Severe,Rejected
Serozole25,Novartis AG,2023,Antifungal,Prevent infectious disease,"Diarrhea, Blurred vision",560,Inhalation,Asthma,Do not discontinue abruptly,94.1,mI586At,7/29/2028,Severe,Rejected
Daxostatin58,Novartis AG,1990,Antidepressant,Inflammation reduction,"Blurred vision, Nausea, Diarrhea",720,Inhalation,Pregnancy,Risk of addiction,216.93,zs088nk,6/15/2026,Moderate,Pending
Mecomab24,Bayer AG,2024,Antiviral,Bacterial infections,"Headache, Nausea",560,Oral,High blood pressure,Avoid alcohol,26.89,Zd088Tb,7/1/2026,Moderate,Approved
Rivaxetine71,Moderna Therapeutics,2009,Vaccine,Prevent infectious disease,"Rash, Fatigue, Insomnia",620,Topical,Asthma,Monitor blood pressure,28.93,Wq753DM,3/12/2026,Moderate,Approved
Viramab49,Bayer AG,2010,Antifungal,Bacterial infections,"Rash, Dizziness, Nausea",210,Sublingual,Asthma,Avoid alcohol,358.18,gO412SC,6/11/2026,Severe,Pending
Fenodipine86,Merck & Co.,1996,Antipsychotic,Fungal infections,"Constipation, Dizziness",170,Topical,Pregnancy,May cause drowsiness,254.26,Qn837JF,3/22/2027,Severe,Pending
Seroparin27,Johnson & Johnson,1995,Antifungal,Depression treatment,Nausea,290,Intravenous,Asthma,May affect fertility,53.51,hY475DH,1/13/2027,Severe,Pending
Amoxstatin28,Sanofi,2007,Anti-inflammatory,Viral infections,Blurred vision,600,Intravenous,Allergic reaction,May cause drowsiness,467.82,vr059GY,3/15/2028,Moderate,Pending
Serodipine85,Novartis AG,2007,Antipsychotic,Pain relief,"Nausea, Blurred vision, Rash",550,Topical,Heart disease,Avoid sunlight exposure,87.31,eJ063Tr,10/17/2027,Mild,Pending
Cefdipine98,AstraZeneca,2008,Analgesic,Allergy relief,"Dry mouth, Diarrhea",280,Topical,High blood pressure,May affect fertility,303.86,Bt863sr,7/9/2028,Mild,Rejected
Fenozepam84,Pfizer Inc.,1992,Vaccine,Prevent infectious disease,Insomnia,840,Topical,Seizures,Monitor blood pressure,248.71,AX109ab,8/30/2027,Severe,Approved
Cefzepam49,Johnson & Johnson,2005,Anti-inflammatory,Depression treatment,"Headache, Insomnia",80,Inhalation,Pregnancy,Risk of addiction,434.45,kq560RS,12/22/2026,Severe,Approved
Viraprofen83,GlaxoSmithKline,1993,Antifungal,Allergy relief,"Rash, Blurred vision, Dizziness",650,Sublingual,Allergic reaction,Avoid sunlight exposure,199.5,en104FG,11/28/2025,Severe,Approved
Mecovir27,Sanofi,2012,Analgesic,Allergy relief,"Dizziness, Fatigue, Headache",670,Sublingual,Allergic reaction,Do not discontinue abruptly,485.89,Zx384SE,10/20/2027,Mild,Rejected
Cefxetine87,Pfizer Inc.,1993,Antipyretic,Allergy relief,"Diarrhea, Blurred vision",900,Intramuscular,Asthma,Avoid sunlight exposure,84.84,dk020gA,6/14/2028,Mild,Rejected
Amoxcillin42,Sanofi,2010,Vaccine,Bacterial infections,"Insomnia, Dizziness, Fatigue",950,Inhalation,Heart disease,Avoid sunlight exposure,87.74,Kv620IY,3/7/2028,Severe,Pending
Mecozepam65,Roche Holding AG,2001,Antibiotic,Psychosis control,Diarrhea,860,Sublingual,Heart disease,Do not discontinue abruptly,356.55,uv133EV,2/16/2026,Moderate,Rejected
Seroparin58,Bayer AG,2021,Antibiotic,Bacterial infections,"Diarrhea, Headache",210,Inhalation,Allergic reaction,Avoid sunlight exposure,311.64,hi237ol,10/1/2027,Mild,Approved
Cefzepam91,Johnson & Johnson,2016,Analgesic,Pain relief,"Insomnia, Constipation",240,Sublingual,Kidney impairment,Take with food,260.02,Xk007LF,7/31/2026,Mild,Rejected
Virastatin74,Bayer AG,2003,Analgesic,Prevent infectious disease,"Blurred vision, Dizziness",590,Intravenous,Asthma,Monitor blood pressure,255.61,dx391fh,12/21/2026,Severe,Rejected
Mecoprofen55,Merck & Co.,2006,Antifungal,Depression treatment,"Rash, Diarrhea, Constipation",320,Oral,Heart disease,May affect fertility,75.42,HM819qH,8/8/2025,Moderate,Rejected
Daxovir69,Merck & Co.,2023,Antidepressant,Prevent infectious disease,"Dizziness, Constipation",900,Intravenous,Kidney impairment,May affect fertility,117.95,ac025wz,4/15/2027,Mild,Pending
Viraprofen54,Roche Holding AG,2013,Antiviral,Pain relief,Insomnia,290,Intravenous,Bleeding disorders,Take with food,238.48,XG870Hl,11/7/2025,Mild,Rejected
Amoxparin83,AstraZeneca,2014,Antiviral,Prevent infectious disease,"Dry mouth, Rash, Dizziness",920,Intramuscular,Seizures,Avoid alcohol,311.23,XN903gS,7/24/2027,Moderate,Rejected
Viraprofen38,Novartis AG,1990,Vaccine,Psychosis control,Fatigue,60,Rectal,Asthma,Avoid sunlight exposure,415.27,Pl354gb,7/17/2027,Severe,Rejected
Daxostatin19,Pfizer Inc.,2015,Antipyretic,Inflammation reduction,"Dry mouth, Dizziness",230,Rectal,Allergic reaction,Use with caution in elderly,405.16,sl798qx,3/12/2026,Moderate,Rejected
Fenocillin43,Bayer AG,2005,Antipsychotic,Depression treatment,Headache,270,Oral,Bleeding disorders,Risk of addiction,462.09,nm920cB,3/7/2026,Mild,Approved
Daxomab61,Merck & Co.,2008,Vaccine,Allergy relief,Rash,630,Sublingual,Allergic reaction,Do not discontinue abruptly,136.74,Bd727Bp,7/6/2026,Mild,Approved
Rivaprofen72,AstraZeneca,2014,Vaccine,Prevent infectious disease,Diarrhea,690,Sublingual,High blood pressure,Take with food,224.66,LH731nH,1/16/2028,Severe,Pending
Fenoprofen74,Pfizer Inc.,2006,Vaccine,Depression treatment,Fatigue,830,Intravenous,Seizures,Do not operate machinery,412.27,sL123Ez,3/13/2028,Mild,Approved
Mecodipine80,AstraZeneca,1997,Antiviral,Fever reduction,"Constipation, Headache",840,Inhalation,Seizures,Monitor blood pressure,259.02,QJ100sD,1/11/2026,Mild,Pending
Zylocillin66,Pfizer Inc.,2004,Antibiotic,Depression treatment,"Rash, Headache",370,Intravenous,Seizures,May cause drowsiness,187.52,Mn160Xd,9/30/2026,Mild,Rejected
Fenozole49,Roche Holding AG,2015,Anti-inflammatory,Viral infections,Nausea,700,Sublingual,Bleeding disorders,May affect fertility,202.25,eB513gO,4/21/2026,Mild,Approved
Rivaparin53,Pfizer Inc.,1993,Antipyretic,Depression treatment,"Dry mouth, Diarrhea, Nausea",270,Intravenous,Asthma,Take with food,211.32,Rg291oQ,10/4/2025,Mild,Rejected
Seromab62,Moderna Therapeutics,2004,Antifungal,Allergy relief,Blurred vision,360,Sublingual,Seizures,Risk of addiction,97.33,Vh300RK,2/20/2027,Severe,Pending
